doi_norm;inst_full_oa;institution_ror;affiliation_name;oa_full_norm;dc_aff_norm;auto_match;manual_match
10.6084/m9.figshare.c.7185629.v1;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences;czechacademy of sciences;czechacademy of sciences;auto_substring;
10.6084/m9.figshare.c.7185629.v1;Institute of Clinical and Experimental Medicine;https://ror.org/036zr1b90;Czech Academy of Sciences;instituteof clinical and experimental medicine;czechacademy of sciences;;match?
10.6084/m9.figshare.c.7185629.v1;Institute of Clinical and Experimental Medicine;https://ror.org/036zr1b90;Czech Academy of Sciences;instituteof clinical and experimental medicine;czechacademy of sciences;;match?
10.6084/m9.figshare.c.7196998.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7196998.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7196998.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7196998.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7196998.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7196998.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7196998.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7196998.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7196998.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7196998.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7196998.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7196998.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7196998.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7196998.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7232063.v1;University Hospital Hradec Králové;https://ror.org/04wckhb82;University Hospital Hradec Králové;universityhospital hradec kralove;universityhospital hradec kralove;auto_substring;
10.6084/m9.figshare.c.7232063.v1;University of Hradec Králové;https://ror.org/05k238v14;University Hospital Hradec Králové;universityof hradec kralove;universityhospital hradec kralove;;match
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7264690.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7372004.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.7372004.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
